Time (s),I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
7.218,-0.117,-0.181,-0.063,0.151,-0.029,-0.122,0.405,0.512,0.366,0.034,-0.293,-0.429
7.22,-0.122,-0.166,-0.044,0.146,-0.039,-0.107,0.41,0.522,0.376,0.044,-0.268,-0.439
7.222,-0.156,-0.19,-0.034,0.176,-0.063,-0.112,0.41,0.527,0.381,0.039,-0.303,-0.464
7.224,-0.127,-0.19,-0.063,0.161,-0.034,-0.127,0.439,0.542,0.395,0.049,-0.312,-0.454
7.226,-0.102,-0.176,-0.073,0.142,-0.015,-0.127,0.454,0.566,0.425,0.073,-0.298,-0.439
7.228,-0.112,-0.2,-0.088,0.156,-0.015,-0.146,0.439,0.561,0.429,0.073,-0.303,-0.439
7.23,-0.112,-0.19,-0.078,0.151,-0.02,-0.137,0.434,0.571,0.429,0.068,-0.288,-0.439
7.232,-0.117,-0.195,-0.078,0.156,-0.02,-0.137,0.434,0.576,0.434,0.068,-0.293,-0.444
7.234,-0.132,-0.195,-0.063,0.166,-0.034,-0.132,0.429,0.59,0.449,0.078,-0.288,-0.434
7.236,-0.166,-0.239,-0.073,0.205,-0.049,-0.156,0.434,0.586,0.439,0.059,-0.312,-0.468
7.238,-0.132,-0.215,-0.083,0.176,-0.024,-0.151,0.449,0.61,0.459,0.073,-0.298,-0.454
7.24,-0.132,-0.2,-0.068,0.166,-0.034,-0.137,0.464,0.625,0.483,0.093,-0.259,-0.444
7.242,-0.127,-0.195,-0.068,0.161,-0.029,-0.132,0.493,0.644,0.488,0.088,-0.288,-0.468
7.244,-0.117,-0.21,-0.093,0.166,-0.015,-0.151,0.498,0.649,0.498,0.088,-0.317,-0.483
7.246,-0.137,-0.229,-0.093,0.185,-0.024,-0.161,0.503,0.659,0.512,0.098,-0.327,-0.488
7.248,-0.166,-0.264,-0.098,0.215,-0.034,-0.181,0.498,0.654,0.508,0.098,-0.337,-0.503
7.25,-0.156,-0.239,-0.083,0.2,-0.039,-0.161,0.503,0.669,0.517,0.098,-0.317,-0.493
7.252,-0.137,-0.22,-0.083,0.181,-0.029,-0.151,0.527,0.693,0.537,0.117,-0.307,-0.483
7.254,-0.127,-0.205,-0.078,0.166,-0.024,-0.142,0.542,0.712,0.556,0.146,-0.293,-0.473
7.256,-0.112,-0.205,-0.093,0.161,-0.01,-0.151,0.556,0.732,0.561,0.146,-0.288,-0.473
7.258,-0.137,-0.229,-0.093,0.185,-0.024,-0.161,0.527,0.722,0.556,0.122,-0.298,-0.493
7.26,-0.137,-0.21,-0.073,0.176,-0.034,-0.142,0.532,0.737,0.571,0.142,-0.264,-0.478
7.262,-0.146,-0.234,-0.088,0.19,-0.029,-0.161,0.551,0.752,0.586,0.146,-0.278,-0.498
7.264,-0.176,-0.278,-0.102,0.229,-0.039,-0.19,0.561,0.756,0.59,0.142,-0.307,-0.512
7.266,-0.151,-0.249,-0.098,0.2,-0.029,-0.176,0.586,0.781,0.61,0.161,-0.303,-0.503
7.268,-0.102,-0.21,-0.107,0.156,0.0,-0.161,0.605,0.8,0.63,0.181,-0.298,-0.503
7.27,-0.127,-0.234,-0.107,0.181,-0.01,-0.171,0.615,0.82,0.644,0.185,-0.288,-0.498
7.272,-0.176,-0.278,-0.102,0.229,-0.039,-0.19,0.6,0.805,0.634,0.171,-0.307,-0.527
7.274,-0.181,-0.264,-0.083,0.224,-0.049,-0.176,0.605,0.82,0.639,0.181,-0.303,-0.522
7.276,-0.156,-0.239,-0.083,0.2,-0.039,-0.161,0.595,0.83,0.649,0.181,-0.298,-0.522
7.278,-0.171,-0.264,-0.093,0.22,-0.039,-0.181,0.605,0.834,0.664,0.181,-0.288,-0.522
7.28,-0.171,-0.259,-0.088,0.215,-0.044,-0.176,0.61,0.844,0.673,0.19,-0.264,-0.527
7.282,-0.166,-0.268,-0.102,0.22,-0.034,-0.185,0.63,0.864,0.683,0.19,-0.273,-0.551
7.284,-0.176,-0.298,-0.122,0.239,-0.029,-0.21,0.639,0.878,0.698,0.205,-0.283,-0.551
7.286,-0.161,-0.278,-0.117,0.22,-0.024,-0.2,0.659,0.888,0.712,0.21,-0.288,-0.551
7.288,-0.181,-0.303,-0.122,0.244,-0.029,-0.215,0.659,0.893,0.708,0.2,-0.307,-0.566
7.29,-0.19,-0.303,-0.112,0.249,-0.039,-0.21,0.659,0.908,0.722,0.21,-0.288,-0.556
7.292,-0.181,-0.288,-0.107,0.234,-0.039,-0.2,0.659,0.908,0.722,0.215,-0.293,-0.556
7.294,-0.171,-0.268,-0.098,0.22,-0.039,-0.185,0.678,0.922,0.742,0.22,-0.288,-0.556
7.296,-0.171,-0.264,-0.093,0.22,-0.039,-0.181,0.678,0.932,0.752,0.224,-0.298,-0.576
7.298,-0.2,-0.283,-0.083,0.244,-0.059,-0.185,0.678,0.937,0.752,0.234,-0.293,-0.576
7.3,-0.195,-0.278,-0.083,0.239,-0.059,-0.181,0.688,0.932,0.771,0.249,-0.264,-0.59
7.302,-0.166,-0.259,-0.093,0.215,-0.039,-0.176,0.698,0.947,0.781,0.239,-0.283,-0.61
7.304,-0.2,-0.307,-0.107,0.254,-0.049,-0.21,0.693,0.952,0.781,0.234,-0.307,-0.62
7.306,-0.224,-0.337,-0.112,0.283,-0.059,-0.224,0.708,0.961,0.805,0.259,-0.303,-0.62
7.308,-0.2,-0.327,-0.127,0.264,-0.039,-0.229,0.722,0.966,0.805,0.259,-0.307,-0.63
7.31,-0.215,-0.327,-0.112,0.273,-0.054,-0.22,0.708,0.971,0.8,0.244,-0.303,-0.625
7.312,-0.215,-0.322,-0.107,0.268,-0.054,-0.215,0.712,0.966,0.8,0.244,-0.317,-0.634
7.314,-0.2,-0.298,-0.098,0.249,-0.054,-0.2,0.722,0.976,0.815,0.264,-0.307,-0.63
7.316,-0.234,-0.327,-0.093,0.283,-0.073,-0.21,0.703,0.966,0.82,0.273,-0.322,-0.654
7.318,-0.229,-0.322,-0.093,0.278,-0.068,-0.21,0.717,0.966,0.825,0.268,-0.332,-0.664
7.32,-0.224,-0.307,-0.083,0.268,-0.073,-0.195,0.708,0.971,0.83,0.273,-0.307,-0.669
7.322,-0.215,-0.298,-0.083,0.259,-0.068,-0.19,0.693,0.976,0.844,0.273,-0.317,-0.688
7.324,-0.224,-0.337,-0.112,0.283,-0.059,-0.224,0.693,0.966,0.839,0.273,-0.342,-0.703
7.326,-0.239,-0.366,-0.127,0.303,-0.059,-0.249,0.727,0.991,0.864,0.298,-0.312,-0.678
7.328,-0.224,-0.366,-0.142,0.298,-0.044,-0.254,0.732,1.0,0.883,0.317,-0.312,-0.669
7.33,-0.229,-0.366,-0.137,0.298,-0.049,-0.254,0.732,0.996,0.888,0.317,-0.293,-0.664
7.332,-0.224,-0.356,-0.132,0.293,-0.049,-0.244,0.717,0.986,0.888,0.327,-0.303,-0.659
7.334,-0.22,-0.346,-0.127,0.283,-0.049,-0.239,0.693,0.991,0.898,0.346,-0.283,-0.649
7.336,-0.22,-0.351,-0.132,0.288,-0.044,-0.244,0.664,0.976,0.893,0.342,-0.298,-0.654
7.338,-0.224,-0.361,-0.137,0.293,-0.044,-0.249,0.683,0.991,0.913,0.376,-0.273,-0.644
7.34,-0.205,-0.322,-0.117,0.264,-0.044,-0.22,0.688,0.991,0.922,0.395,-0.244,-0.634
7.342,-0.21,-0.327,-0.117,0.268,-0.049,-0.224,0.673,0.986,0.922,0.395,-0.249,-0.654
7.344,-0.2,-0.322,-0.122,0.264,-0.039,-0.224,0.688,0.986,0.937,0.415,-0.254,-0.639
7.346,-0.185,-0.322,-0.137,0.254,-0.024,-0.229,0.703,0.996,0.956,0.434,-0.234,-0.625
7.348,-0.171,-0.322,-0.151,0.249,-0.01,-0.239,0.703,1.0,0.961,0.454,-0.224,-0.61
7.35,-0.185,-0.332,-0.146,0.259,-0.02,-0.239,0.669,0.986,0.956,0.454,-0.2,-0.595
7.352,-0.185,-0.337,-0.151,0.264,-0.02,-0.244,0.63,0.961,0.947,0.459,-0.19,-0.586
7.354,-0.166,-0.303,-0.137,0.234,-0.015,-0.22,0.639,0.971,0.966,0.488,-0.161,-0.571
7.356,-0.181,-0.307,-0.127,0.244,-0.029,-0.22,0.615,0.947,0.947,0.488,-0.166,-0.581
7.358,-0.195,-0.317,-0.122,0.259,-0.039,-0.22,0.6,0.932,0.942,0.488,-0.161,-0.586
7.36,-0.166,-0.268,-0.102,0.22,-0.034,-0.185,0.586,0.917,0.937,0.493,-0.142,-0.581
7.362,-0.146,-0.249,-0.102,0.2,-0.024,-0.176,0.581,0.913,0.937,0.498,-0.142,-0.571
7.364,-0.142,-0.254,-0.112,0.2,-0.015,-0.185,0.571,0.893,0.922,0.503,-0.151,-0.566
7.366,-0.146,-0.259,-0.112,0.205,-0.02,-0.185,0.561,0.883,0.922,0.517,-0.127,-0.537
7.368,-0.132,-0.244,-0.112,0.19,-0.01,-0.181,0.551,0.878,0.922,0.532,-0.098,-0.503
7.37,-0.107,-0.21,-0.102,0.161,-0.005,-0.156,0.537,0.854,0.922,0.542,-0.059,-0.468
7.372,-0.127,-0.224,-0.098,0.176,-0.015,-0.161,0.512,0.825,0.893,0.537,-0.049,-0.449
7.374,-0.102,-0.205,-0.102,0.156,0.0,-0.156,0.503,0.81,0.878,0.527,-0.029,-0.429
7.376,-0.039,-0.151,-0.112,0.098,0.034,-0.132,0.508,0.8,0.874,0.542,-0.02,-0.41
7.378,-0.068,-0.181,-0.112,0.127,0.02,-0.146,0.454,0.756,0.839,0.532,-0.015,-0.4
7.38,-0.098,-0.171,-0.073,0.137,-0.015,-0.122,0.425,0.717,0.815,0.517,0.01,-0.405
7.382,-0.112,-0.181,-0.068,0.146,-0.024,-0.127,0.4,0.698,0.791,0.503,0.005,-0.39
7.384,-0.083,-0.166,-0.083,0.127,0.0,-0.127,0.371,0.669,0.761,0.498,0.0,-0.366
7.386,-0.059,-0.156,-0.098,0.107,0.02,-0.127,0.351,0.634,0.742,0.488,0.0,-0.346
7.388,-0.044,-0.142,-0.098,0.093,0.024,-0.122,0.342,0.62,0.722,0.483,0.01,-0.312
7.39,-0.049,-0.137,-0.088,0.093,0.02,-0.112,0.337,0.59,0.698,0.473,0.034,-0.288
7.392,-0.049,-0.137,-0.088,0.093,0.02,-0.112,0.303,0.551,0.654,0.439,0.02,-0.278
7.394,-0.034,-0.117,-0.083,0.078,0.024,-0.102,0.288,0.527,0.625,0.425,0.039,-0.259
7.396,-0.024,-0.093,-0.068,0.059,0.02,-0.083,0.264,0.493,0.595,0.41,0.029,-0.249
7.398,-0.029,-0.088,-0.059,0.059,0.015,-0.073,0.254,0.464,0.561,0.39,0.044,-0.234
7.4,-0.039,-0.068,-0.029,0.054,-0.005,-0.049,0.21,0.425,0.527,0.371,0.063,-0.22
7.402,-0.034,-0.059,-0.024,0.049,-0.005,-0.044,0.195,0.41,0.508,0.356,0.049,-0.21
7.404,-0.034,-0.068,-0.034,0.054,0.0,-0.054,0.2,0.386,0.478,0.342,0.024,-0.195
7.406,-0.024,-0.078,-0.054,0.054,0.015,-0.068,0.181,0.356,0.449,0.312,0.01,-0.2
7.408,-0.01,-0.068,-0.059,0.039,0.024,-0.063,0.161,0.322,0.42,0.293,0.0,-0.181
7.41,0.01,-0.02,-0.029,0.005,0.02,-0.024,0.151,0.298,0.39,0.273,0.015,-0.156
7.412,-0.02,-0.039,-0.02,0.029,0.0,-0.029,0.117,0.268,0.351,0.239,-0.01,-0.166
7.414,-0.005,-0.02,-0.015,0.015,0.005,-0.02,0.112,0.254,0.327,0.224,-0.005,-0.166
7.416,0.005,-0.01,-0.015,0.005,0.01,-0.015,0.078,0.229,0.303,0.205,-0.02,-0.166
7.418,0.0,-0.02,-0.02,0.01,0.01,-0.02,0.059,0.205,0.278,0.181,-0.024,-0.166
7.42,-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.049,0.176,0.254,0.166,-0.01,-0.176
7.422,-0.015,-0.005,0.01,0.01,-0.015,0.0,0.054,0.176,0.254,0.156,-0.02,-0.171
7.424,-0.015,-0.015,0.0,0.015,-0.01,-0.01,0.049,0.156,0.224,0.137,-0.049,-0.171
7.426,-0.015,-0.015,0.0,0.015,-0.01,-0.01,0.049,0.142,0.21,0.122,-0.049,-0.161
7.428,-0.005,-0.015,-0.01,0.01,0.0,-0.015,0.024,0.127,0.185,0.107,-0.054,-0.156
7.43,-0.01,-0.015,-0.005,0.015,-0.005,-0.01,0.02,0.107,0.161,0.093,-0.049,-0.132
7.432,-0.029,-0.02,0.01,0.024,-0.02,-0.005,0.01,0.093,0.137,0.078,-0.054,-0.132
7.434,-0.005,0.005,0.01,0.0,-0.01,0.005,0.015,0.088,0.137,0.073,-0.054,-0.117
7.436,0.005,0.015,0.01,-0.01,-0.005,0.01,0.005,0.083,0.122,0.059,-0.054,-0.117
7.438,-0.02,-0.015,0.005,0.02,-0.015,-0.005,-0.01,0.054,0.098,0.044,-0.068,-0.132
7.44,-0.039,-0.015,0.024,0.029,-0.034,0.005,-0.024,0.039,0.083,0.034,-0.044,-0.132
7.442,-0.02,0.015,0.034,0.005,-0.029,0.024,-0.01,0.049,0.083,0.034,-0.049,-0.137
7.444,-0.005,0.005,0.01,0.0,-0.01,0.005,-0.02,0.039,0.059,0.015,-0.073,-0.151
7.446,0.005,-0.005,-0.01,0.0,0.005,-0.01,-0.02,0.029,0.054,0.005,-0.083,-0.151
7.448,0.015,0.005,-0.01,-0.01,0.01,-0.005,-0.01,0.034,0.054,0.01,-0.073,-0.137
7.45,-0.024,-0.02,0.005,0.024,-0.015,-0.01,-0.034,0.005,0.024,-0.01,-0.083,-0.132
7.452,-0.01,0.005,0.015,0.005,-0.015,0.01,-0.029,0.005,0.02,-0.02,-0.083,-0.137
7.454,-0.005,0.02,0.024,-0.005,-0.015,0.02,-0.024,0.005,0.015,-0.024,-0.088,-0.132
7.456,-0.039,-0.005,0.034,0.024,-0.039,0.015,-0.034,0.0,0.005,-0.029,-0.107,-0.142
7.458,-0.015,0.0,0.015,0.01,-0.015,0.005,-0.039,-0.005,0.005,-0.034,-0.102,-0.151
7.46,-0.02,0.015,0.034,0.005,-0.029,0.024,-0.044,0.005,0.01,-0.034,-0.073,-0.156
7.462,-0.005,0.039,0.044,-0.015,-0.024,0.039,-0.039,0.01,0.02,-0.024,-0.088,-0.156
7.464,-0.029,-0.015,0.015,0.024,-0.024,0.0,-0.049,-0.01,0.0,-0.049,-0.112,-0.176
7.466,-0.054,-0.049,0.005,0.054,-0.029,-0.024,-0.034,-0.005,0.0,-0.049,-0.117,-0.171
7.468,-0.049,-0.044,0.005,0.049,-0.029,-0.02,-0.024,0.0,0.005,-0.044,-0.117,-0.161
7.47,-0.049,-0.034,0.015,0.044,-0.034,-0.01,-0.039,-0.015,-0.01,-0.059,-0.117,-0.171
7.472,-0.044,-0.02,0.024,0.034,-0.034,0.0,-0.039,-0.02,-0.015,-0.059,-0.122,-0.171
7.474,-0.029,-0.01,0.02,0.02,-0.024,0.005,-0.044,-0.02,-0.01,-0.054,-0.112,-0.171
7.476,-0.039,-0.024,0.015,0.034,-0.029,-0.005,-0.034,-0.01,-0.015,-0.054,-0.127,-0.171
7.478,-0.049,-0.044,0.005,0.049,-0.029,-0.02,-0.034,-0.015,-0.029,-0.073,-0.127,-0.171
7.48,-0.044,-0.024,0.02,0.034,-0.034,-0.005,-0.034,-0.005,-0.015,-0.054,-0.088,-0.166
7.482,-0.029,-0.015,0.015,0.024,-0.024,0.0,-0.029,0.005,-0.015,-0.049,-0.102,-0.171
7.484,-0.029,-0.039,-0.01,0.034,-0.01,-0.024,-0.02,0.005,-0.005,-0.044,-0.102,-0.171
7.486,-0.034,-0.054,-0.02,0.044,-0.01,-0.039,-0.005,0.01,0.01,-0.034,-0.098,-0.156
7.488,-0.054,-0.063,-0.01,0.059,-0.024,-0.039,-0.005,0.01,0.0,-0.034,-0.098,-0.156
7.49,-0.044,-0.049,-0.005,0.049,-0.02,-0.029,-0.005,0.01,0.005,-0.034,-0.078,-0.146
7.492,-0.029,-0.029,0.0,0.029,-0.015,-0.015,-0.015,0.01,0.0,-0.044,-0.078,-0.156
7.494,-0.015,-0.01,0.005,0.015,-0.01,-0.005,-0.015,0.015,0.005,-0.034,-0.078,-0.151
7.496,-0.068,-0.063,0.005,0.068,-0.039,-0.029,-0.044,0.0,-0.024,-0.059,-0.102,-0.176
7.498,-0.059,-0.059,0.0,0.059,-0.029,-0.029,-0.039,0.0,-0.02,-0.059,-0.112,-0.176
7.5,-0.049,-0.029,0.02,0.039,-0.034,-0.005,-0.034,0.005,-0.01,-0.049,-0.078,-0.166
7.502,-0.059,-0.034,0.024,0.049,-0.044,-0.005,-0.024,0.01,0.0,-0.034,-0.088,-0.171
7.504,-0.054,-0.044,0.01,0.049,-0.034,-0.02,-0.015,0.015,0.0,-0.044,-0.102,-0.181
7.506,-0.034,-0.049,-0.015,0.044,-0.01,-0.034,-0.01,0.015,0.005,-0.044,-0.102,-0.176
7.508,-0.034,-0.054,-0.02,0.044,-0.01,-0.039,-0.005,0.02,0.005,-0.039,-0.112,-0.171
7.51,-0.029,-0.034,-0.005,0.034,-0.015,-0.02,-0.015,0.015,0.005,-0.044,-0.088,-0.156
7.512,-0.02,-0.029,-0.01,0.024,-0.005,-0.02,-0.029,0.015,0.0,-0.049,-0.088,-0.161
7.514,-0.044,-0.049,-0.005,0.049,-0.02,-0.029,-0.029,0.02,0.0,-0.044,-0.088,-0.156
7.516,-0.02,-0.02,0.0,0.02,-0.01,-0.01,-0.01,0.024,0.0,-0.039,-0.098,-0.166
7.518,0.005,-0.015,-0.02,0.005,0.01,-0.02,-0.005,0.039,0.01,-0.024,-0.088,-0.161
7.52,-0.054,-0.049,0.005,0.054,-0.029,-0.024,-0.02,0.024,0.0,-0.034,-0.063,-0.156
7.522,-0.049,-0.044,0.005,0.049,-0.029,-0.02,-0.005,0.034,0.015,-0.024,-0.068,-0.156
7.524,-0.054,-0.068,-0.015,0.063,-0.02,-0.044,-0.005,0.029,0.005,-0.034,-0.098,-0.166
7.526,-0.073,-0.098,-0.024,0.088,-0.024,-0.063,-0.01,0.02,0.0,-0.039,-0.112,-0.171
7.528,-0.039,-0.068,-0.029,0.054,-0.005,-0.049,-0.005,0.024,0.01,-0.029,-0.112,-0.166
7.53,-0.044,-0.054,-0.01,0.049,-0.02,-0.034,-0.005,0.024,0.015,-0.029,-0.093,-0.171
7.532,-0.054,-0.054,0.0,0.054,-0.029,-0.029,-0.015,0.015,0.0,-0.039,-0.098,-0.181
7.534,-0.049,-0.049,0.0,0.049,-0.024,-0.024,-0.015,0.029,0.005,-0.029,-0.088,-0.176
7.536,-0.02,-0.01,0.01,0.015,-0.015,0.0,0.005,0.044,0.02,-0.01,-0.083,-0.166
7.538,-0.044,-0.024,0.02,0.034,-0.034,-0.005,0.005,0.034,0.015,-0.01,-0.083,-0.171
7.54,-0.054,-0.015,0.039,0.034,-0.049,0.01,-0.005,0.029,0.01,-0.02,-0.068,-0.176
7.542,-0.039,-0.005,0.034,0.024,-0.039,0.015,0.0,0.034,0.01,-0.02,-0.083,-0.176
7.544,-0.034,-0.02,0.015,0.029,-0.024,-0.005,0.0,0.034,0.005,-0.02,-0.102,-0.19
7.546,-0.054,-0.059,-0.005,0.059,-0.024,-0.034,0.0,0.029,0.005,-0.024,-0.117,-0.19
7.548,-0.059,-0.083,-0.024,0.073,-0.02,-0.054,0.01,0.034,0.005,-0.02,-0.107,-0.176
7.55,-0.059,-0.063,-0.005,0.063,-0.029,-0.034,0.005,0.039,0.015,-0.01,-0.078,-0.161
7.552,-0.024,-0.039,-0.015,0.034,-0.005,-0.029,0.01,0.044,0.02,-0.005,-0.073,-0.151
7.554,-0.01,-0.039,-0.029,0.024,0.01,-0.034,0.01,0.039,0.01,-0.015,-0.078,-0.151
7.556,-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.015,0.044,0.01,-0.01,-0.088,-0.161
7.558,-0.034,-0.034,0.0,0.034,-0.02,-0.02,0.015,0.039,0.01,-0.01,-0.083,-0.156
7.56,-0.054,-0.034,0.02,0.044,-0.039,-0.01,0.005,0.034,0.01,-0.01,-0.059,-0.161
7.562,-0.063,-0.049,0.015,0.059,-0.039,-0.02,-0.005,0.034,0.005,-0.015,-0.078,-0.176
7.564,-0.044,-0.044,0.0,0.044,-0.024,-0.024,0.015,0.049,0.015,-0.005,-0.078,-0.171
7.566,-0.029,-0.044,-0.015,0.039,-0.01,-0.029,0.02,0.044,0.015,-0.005,-0.093,-0.161
7.568,-0.01,-0.049,-0.039,0.029,0.015,-0.044,0.01,0.034,0.005,-0.015,-0.107,-0.166
7.57,-0.005,-0.02,-0.015,0.015,0.005,-0.02,0.02,0.044,0.02,-0.005,-0.073,-0.142
7.572,-0.029,-0.029,0.0,0.029,-0.015,-0.015,0.005,0.034,0.01,-0.01,-0.083,-0.156
7.574,-0.024,-0.02,0.005,0.024,-0.015,-0.01,0.005,0.039,0.015,0.0,-0.068,-0.151
7.576,-0.034,-0.01,0.024,0.024,-0.029,0.005,0.005,0.044,0.015,0.01,-0.073,-0.166
7.578,-0.054,-0.039,0.015,0.049,-0.034,-0.015,0.0,0.029,0.01,0.0,-0.078,-0.166
7.58,-0.044,-0.01,0.034,0.029,-0.039,0.01,0.005,0.039,0.02,0.01,-0.029,-0.146
7.582,-0.039,-0.005,0.034,0.024,-0.039,0.015,0.01,0.049,0.029,0.02,-0.039,-0.151
7.584,-0.039,-0.02,0.02,0.029,-0.029,0.0,0.02,0.054,0.029,0.02,-0.059,-0.146
7.586,-0.044,-0.034,0.01,0.039,-0.029,-0.015,0.024,0.049,0.024,0.015,-0.068,-0.146
7.588,-0.054,-0.029,0.024,0.044,-0.039,-0.005,0.024,0.044,0.024,0.015,-0.078,-0.142
7.59,-0.049,-0.005,0.044,0.029,-0.049,0.02,0.024,0.044,0.029,0.029,-0.049,-0.122
7.592,-0.029,0.029,0.059,0.0,-0.044,0.044,0.02,0.049,0.029,0.034,-0.059,-0.122
7.594,-0.034,0.029,0.063,0.005,-0.049,0.044,0.024,0.049,0.029,0.034,-0.063,-0.122
7.596,-0.054,0.015,0.068,0.02,-0.063,0.039,0.02,0.039,0.024,0.029,-0.068,-0.137
7.598,-0.024,0.039,0.063,-0.005,-0.044,0.049,0.039,0.039,0.029,0.029,-0.063,-0.137
7.6,-0.005,0.068,0.073,-0.029,-0.039,0.068,0.049,0.054,0.039,0.044,-0.024,-0.122
7.602,-0.01,0.054,0.063,-0.02,-0.039,0.059,0.044,0.059,0.049,0.044,-0.034,-0.127
7.604,-0.02,0.02,0.039,0.0,-0.029,0.029,0.054,0.068,0.059,0.049,-0.049,-0.122
7.606,-0.029,-0.005,0.024,0.02,-0.029,0.01,0.039,0.063,0.063,0.049,-0.049,-0.117
7.608,-0.02,0.005,0.024,0.01,-0.024,0.015,0.005,0.054,0.054,0.049,-0.054,-0.107
7.61,0.015,0.054,0.039,-0.034,-0.015,0.044,-0.015,0.049,0.063,0.063,-0.024,-0.088
7.612,0.0,0.059,0.059,-0.029,-0.029,0.059,-0.039,0.034,0.054,0.054,-0.029,-0.098
7.614,-0.029,0.01,0.039,0.01,-0.034,0.024,-0.059,0.015,0.039,0.039,-0.034,-0.112
7.616,-0.01,0.024,0.034,-0.005,-0.024,0.029,-0.083,0.005,0.02,0.029,-0.059,-0.127
7.618,-0.01,0.049,0.059,-0.02,-0.034,0.054,-0.083,-0.005,0.01,0.034,-0.049,-0.117
7.62,-0.005,0.063,0.068,-0.029,-0.039,0.063,-0.093,-0.02,0.005,0.02,-0.029,-0.122
7.622,0.024,0.083,0.059,-0.054,-0.02,0.068,-0.078,-0.005,0.015,0.039,-0.024,-0.122
7.624,0.005,0.059,0.054,-0.029,-0.024,0.054,-0.078,0.0,0.029,0.049,-0.029,-0.112
7.626,0.039,0.078,0.039,-0.059,0.0,0.059,-0.068,0.015,0.044,0.063,-0.02,-0.093
7.628,0.039,0.073,0.034,-0.054,0.0,0.054,-0.054,0.029,0.054,0.078,0.005,-0.063
7.63,0.0,0.054,0.054,-0.024,-0.029,0.054,-0.059,0.02,0.054,0.088,0.029,-0.059
7.632,0.039,0.093,0.054,-0.063,-0.01,0.073,-0.054,0.044,0.083,0.112,0.044,-0.029
7.634,0.054,0.102,0.049,-0.078,0.0,0.073,-0.059,0.054,0.088,0.122,0.059,-0.01
7.636,0.029,0.083,0.054,-0.054,-0.015,0.068,-0.063,0.049,0.083,0.127,0.039,-0.024
7.638,0.034,0.073,0.039,-0.054,-0.005,0.054,-0.059,0.044,0.078,0.117,0.039,-0.024
7.64,0.068,0.102,0.034,-0.083,0.015,0.068,-0.039,0.068,0.093,0.122,0.073,-0.015
7.642,0.063,0.073,0.01,-0.068,0.024,0.039,-0.039,0.059,0.078,0.107,0.039,-0.049
7.644,0.059,0.044,-0.015,-0.049,0.034,0.015,-0.024,0.054,0.073,0.098,0.02,-0.054
7.646,0.054,0.034,-0.02,-0.044,0.034,0.005,-0.01,0.044,0.059,0.088,0.005,-0.054
7.648,0.049,0.02,-0.029,-0.034,0.039,-0.005,-0.029,0.029,0.034,0.063,-0.01,-0.059
7.65,0.049,0.01,-0.039,-0.029,0.044,-0.015,-0.054,0.01,0.01,0.049,0.0,-0.063
7.652,0.034,-0.01,-0.044,-0.01,0.039,-0.029,-0.063,-0.005,-0.015,0.024,-0.024,-0.088
7.654,0.039,-0.005,-0.044,-0.015,0.039,-0.024,-0.059,0.0,-0.015,0.024,-0.029,-0.098
7.656,0.01,-0.015,-0.024,0.005,0.015,-0.02,-0.039,0.005,-0.015,0.024,-0.054,-0.117
7.658,-0.005,-0.015,-0.01,0.01,0.0,-0.015,-0.034,0.005,-0.01,0.024,-0.054,-0.122
7.66,-0.029,0.005,0.034,0.015,-0.034,0.02,-0.034,0.015,0.005,0.039,-0.015,-0.112
7.662,-0.02,0.034,0.054,-0.005,-0.039,0.044,-0.02,0.034,0.02,0.054,-0.01,-0.098
7.664,0.0,0.029,0.029,-0.015,-0.015,0.029,-0.005,0.039,0.02,0.054,-0.034,-0.102
7.666,-0.02,-0.01,0.01,0.015,-0.015,0.0,-0.005,0.034,0.02,0.039,-0.049,-0.102
7.668,-0.034,-0.02,0.015,0.029,-0.024,-0.005,0.01,0.029,0.015,0.034,-0.049,-0.102
7.67,-0.024,-0.005,0.02,0.015,-0.024,0.005,0.01,0.034,0.01,0.034,-0.024,-0.093
7.672,-0.044,-0.029,0.015,0.039,-0.029,-0.01,0.01,0.02,-0.005,0.02,-0.039,-0.102
7.674,-0.039,-0.02,0.02,0.029,-0.029,0.0,0.01,0.02,-0.005,0.015,-0.039,-0.098
7.676,-0.029,-0.02,0.01,0.024,-0.02,-0.005,-0.005,0.02,-0.02,0.015,-0.059,-0.117
7.678,-0.044,-0.044,0.0,0.044,-0.024,-0.024,-0.029,0.005,-0.034,0.0,-0.063,-0.122
7.68,-0.063,-0.039,0.024,0.054,-0.044,-0.01,-0.024,0.005,-0.039,0.0,-0.039,-0.117
7.682,-0.073,-0.049,0.024,0.063,-0.049,-0.015,0.0,0.015,-0.034,0.0,-0.049,-0.127
7.684,-0.049,-0.049,0.0,0.049,-0.024,-0.024,0.015,0.029,-0.024,0.015,-0.068,-0.112
7.686,-0.029,-0.054,-0.024,0.044,-0.005,-0.039,0.005,0.024,-0.024,0.01,-0.078,-0.112
7.688,-0.063,-0.078,-0.015,0.073,-0.024,-0.049,-0.015,0.015,-0.029,0.005,-0.083,-0.112
7.69,-0.063,-0.063,0.0,0.063,-0.034,-0.034,-0.029,0.01,-0.029,0.01,-0.059,-0.107
